OPTIMAL	biolink:NamedThing
OPTION-ONTOLOGY	biolink:NamedThing
ORCS	biolink:NamedThing
ORDO	biolink:NamedThing
ORNASEQ	biolink:NamedThing
ORTH	biolink:NamedThing
OSM	biolink:NamedThing
OVAE	biolink:NamedThing
OntoVIP	biolink:NamedThing
PACO	biolink:NamedThing
PAE	biolink:NamedThing
PANDA	biolink:NamedThing
PANET	biolink:NamedThing
PARTUMDO	biolink:NamedThing
PATCT	biolink:NamedThing
PATEL	biolink:NamedThing
PATGV	biolink:NamedThing
PATHLEX	biolink:NamedThing
PATIT	biolink:NamedThing
PATMHC	biolink:NamedThing
PATO	biolink:NamedThing
PAV	biolink:NamedThing
PCALION	biolink:NamedThing
PCAO	biolink:NamedThing
PCL	biolink:NamedThing
PCMO	biolink:NamedThing
PCO	biolink:NamedThing
PDO	biolink:DiseaseOrPhenotypicFeature
PDON	biolink:NamedThing
PDO_CAS	biolink:NamedThing
PDQ	biolink:NamedThing
PDRO	biolink:NamedThing
PDUMDV	biolink:NamedThing
PE	biolink:NamedThing
PE-O	biolink:NamedThing
PEAO	biolink:NamedThing
PECO	biolink:NamedThing
PEDTERM	biolink:NamedThing
PEO	biolink:NamedThing
PESONT	biolink:NamedThing
PGXO	biolink:NamedThing
PHAGE	biolink:NamedThing
PHARE	biolink:NamedThing
PHENX	biolink:NamedThing
PHFUMIADO	biolink:AnatomicalEntity
PHIPO	biolink:NamedThing
PHMAMMADO	biolink:AnatomicalEntity
PHYLONT	biolink:NamedThing
PIERO	biolink:NamedThing
PINO	biolink:NamedThing
PLANA	biolink:NamedThing
PLANP	biolink:NamedThing
PLANTSO	biolink:NamedThing
PLIO	biolink:NamedThing
PLOSTHES	biolink:NamedThing
PMA	biolink:NamedThing
PMAPP-PMO	biolink:NamedThing
PMD	biolink:NamedThing
PMDO	biolink:NamedThing
PMO	biolink:NamedThing
PMO-SPEED	biolink:NamedThing
PMR	biolink:NamedThing
PNADO	biolink:NamedThing
PO	biolink:AnatomicalEntity
PORO	biolink:AnatomicalEntity
PP	biolink:NamedThing
PPLC	biolink:NamedThing
PPO	biolink:NamedThing
PR	biolink:NamedThing
PRANAYTC	biolink:NamedThing
PREGONTO	biolink:NamedThing
PREMEDONTO	biolink:NamedThing
PREO	biolink:NamedThing
PROCCHEMICAL	biolink:NamedThing
PROJ	biolink:NamedThing
PROPREO	biolink:NamedThing
PROVO	biolink:NamedThing
PSDO	biolink:NamedThing
PSDS	biolink:NamedThing
MOD	biolink:PosttranslationalModification
PSO	biolink:NamedThing
PSO_2	biolink:NamedThing
PTO	biolink:NamedThing
PTRANS	biolink:NamedThing
PTS	biolink:NamedThing
PVONTO	biolink:NamedThing
PW	biolink:NamedThing
QUDT	biolink:NamedThing
QUDT2	biolink:NamedThing
QUDT2-1	biolink:NamedThing
RADLEX	biolink:NamedThing
